,memberStateCode,memberStateName,beginDate,endDate,month,monthName,price,unit,year,product
331,HU,15,01/12/2021,31/12/2021,12,Dec,33.94,100,2021,Raw milk
332,IE,16,01/12/2021,31/12/2021,12,Dec,48.46,100,2021,Raw milk
333,IT,17,01/12/2021,31/12/2021,12,Dec,39.50,100,2021,Raw milk
334,LV,18,01/12/2021,31/12/2021,12,Dec,39.71,100,2021,Raw milk
335,LT,19,01/12/2021,31/12/2021,12,Dec,42.85,100,2021,Raw milk
336,MT,21,01/12/2021,31/12/2021,12,Dec,62.26,100,2021,Raw milk
337,NL,22,01/12/2021,31/12/2021,12,Dec,43.72,100,2021,Raw milk
338,PL,23,01/12/2021,31/12/2021,12,Dec,40.18,100,2021,Raw milk
339,PT,24,01/12/2021,31/12/2021,12,Dec,31.89,100,2021,Raw milk
340,RO,25,01/12/2021,31/12/2021,12,Dec,35.92,100,2021,Raw milk
341,SK,26,01/12/2021,31/12/2021,12,Dec,35.47,100,2021,Raw milk
342,SI,27,01/12/2021,31/12/2021,12,Dec,35.33,100,2021,Raw milk
343,ES,28,01/12/2021,31/12/2021,12,Dec,35.34,100,2021,Raw milk
344,SE,29,01/12/2021,31/12/2021,12,Dec,43.29,100,2021,Raw milk
345,AT,1,01/11/2021,30/11/2021,11,Nov,42.03,100,2021,Raw milk
346,BE,2,01/11/2021,30/11/2021,11,Nov,40.67,100,2021,Raw milk
347,BG,3,01/11/2021,30/11/2021,11,Nov,35.67,100,2021,Raw milk
348,HR,4,01/11/2021,30/11/2021,11,Nov,35.04,100,2021,Raw milk
349,CY,5,01/11/2021,30/11/2021,11,Nov,58.47,100,2021,Raw milk
350,CZ,6,01/11/2021,30/11/2021,11,Nov,36.93,100,2021,Raw milk
351,DK,7,01/11/2021,30/11/2021,11,Nov,39.53,100,2021,Raw milk
352,EE,8,01/11/2021,30/11/2021,11,Nov,34.10,100,2021,Raw milk
353,EU-UK,9,01/11/2021,30/11/2021,11,Nov,40.03,100,2021,Raw milk
354,FI,11,01/11/2021,30/11/2021,11,Nov,42.03,100,2021,Raw milk
355,FR,12,01/11/2021,30/11/2021,11,Nov,39.71,100,2021,Raw milk
356,DE,13,01/11/2021,30/11/2021,11,Nov,41.07,100,2021,Raw milk
357,EL,14,01/11/2021,30/11/2021,11,Nov,41.34,100,2021,Raw milk
358,HU,15,01/11/2021,30/11/2021,11,Nov,32.98,100,2021,Raw milk
359,IE,16,01/11/2021,30/11/2021,11,Nov,48.65,100,2021,Raw milk
360,IT,17,01/11/2021,30/11/2021,11,Nov,38.98,100,2021,Raw milk
361,LV,18,01/11/2021,30/11/2021,11,Nov,35.85,100,2021,Raw milk
362,LT,19,01/11/2021,30/11/2021,11,Nov,40.10,100,2021,Raw milk
363,MT,21,01/11/2021,30/11/2021,11,Nov,62.50,100,2021,Raw milk
364,NL,22,01/11/2021,30/11/2021,11,Nov,41.25,100,2021,Raw milk
365,PL,23,01/11/2021,30/11/2021,11,Nov,38.17,100,2021,Raw milk
366,PT,24,01/11/2021,30/11/2021,11,Nov,31.74,100,2021,Raw milk
367,RO,25,01/11/2021,30/11/2021,11,Nov,35.39,100,2021,Raw milk
368,SK,26,01/11/2021,30/11/2021,11,Nov,34.53,100,2021,Raw milk
369,SI,27,01/11/2021,30/11/2021,11,Nov,34.79,100,2021,Raw milk
370,ES,28,01/11/2021,30/11/2021,11,Nov,35.15,100,2021,Raw milk
371,SE,29,01/11/2021,30/11/2021,11,Nov,41.63,100,2021,Raw milk
372,AT,1,01/10/2021,31/10/2021,10,Oct,41.08,100,2021,Raw milk
373,BE,2,01/10/2021,31/10/2021,10,Oct,38.64,100,2021,Raw milk
374,BG,3,01/10/2021,31/10/2021,10,Oct,34.61,100,2021,Raw milk
375,HR,4,01/10/2021,31/10/2021,10,Oct,35.07,100,2021,Raw milk
376,CY,5,01/10/2021,31/10/2021,10,Oct,58.49,100,2021,Raw milk
377,CZ,6,01/10/2021,31/10/2021,10,Oct,35.42,100,2021,Raw milk
378,DK,7,01/10/2021,31/10/2021,10,Oct,39.52,100,2021,Raw milk
379,EE,8,01/10/2021,31/10/2021,10,Oct,32.71,100,2021,Raw milk
380,EU-UK,9,01/10/2021,31/10/2021,10,Oct,38.68,100,2021,Raw milk
381,FI,11,01/10/2021,31/10/2021,10,Oct,40.60,100,2021,Raw milk
382,FR,12,01/10/2021,31/10/2021,10,Oct,39.41,100,2021,Raw milk
383,DE,13,01/10/2021,31/10/2021,10,Oct,39.28,100,2021,Raw milk
384,EL,14,01/10/2021,31/10/2021,10,Oct,40.75,100,2021,Raw milk
385,HU,15,01/10/2021,31/10/2021,10,Oct,32.28,100,2021,Raw milk
386,IE,16,01/10/2021,31/10/2021,10,Oct,46.52,100,2021,Raw milk
387,IT,17,01/10/2021,31/10/2021,10,Oct,37.33,100,2021,Raw milk
388,LV,18,01/10/2021,31/10/2021,10,Oct,33.15,100,2021,Raw milk
389,LT,19,01/10/2021,31/10/2021,10,Oct,37.47,100,2021,Raw milk
390,MT,21,01/10/2021,31/10/2021,10,Oct,62.76,100,2021,Raw milk
391,NL,22,01/10/2021,31/10/2021,10,Oct,39.50,100,2021,Raw milk
392,PL,23,01/10/2021,31/10/2021,10,Oct,36.10,100,2021,Raw milk
393,PT,24,01/10/2021,31/10/2021,10,Oct,31.49,100,2021,Raw milk
394,RO,25,01/10/2021,31/10/2021,10,Oct,33.49,100,2021,Raw milk
395,SK,26,01/10/2021,31/10/2021,10,Oct,33.57,100,2021,Raw milk
396,SI,27,01/10/2021,31/10/2021,10,Oct,33.90,100,2021,Raw milk
397,ES,28,01/10/2021,31/10/2021,10,Oct,34.27,100,2021,Raw milk
398,SE,29,01/10/2021,31/10/2021,10,Oct,40.96,100,2021,Raw milk
399,AT,1,01/09/2021,30/09/2021,9,Sep,39.85,100,2021,Raw milk
400,BE,2,01/09/2021,30/09/2021,9,Sep,36.46,100,2021,Raw milk
401,BG,3,01/09/2021,30/09/2021,9,Sep,33.40,100,2021,Raw milk
402,HR,4,01/09/2021,30/09/2021,9,Sep,34.24,100,2021,Raw milk
403,CY,5,01/09/2021,30/09/2021,9,Sep,57.83,100,2021,Raw milk
404,CZ,6,01/09/2021,30/09/2021,9,Sep,34.79,100,2021,Raw milk
405,DK,7,01/09/2021,30/09/2021,9,Sep,38.06,100,2021,Raw milk
406,EE,8,01/09/2021,30/09/2021,9,Sep,31.78,100,2021,Raw milk
407,EU-UK,9,01/09/2021,30/09/2021,9,Sep,37.29,100,2021,Raw milk
408,FI,11,01/09/2021,30/09/2021,9,Sep,40.26,100,2021,Raw milk
409,FR,12,01/09/2021,30/09/2021,9,Sep,38.71,100,2021,Raw milk
410,DE,13,01/09/2021,30/09/2021,9,Sep,37.51,100,2021,Raw milk
411,EL,14,01/09/2021,30/09/2021,9,Sep,39.56,100,2021,Raw milk
412,HU,15,01/09/2021,30/09/2021,9,Sep,32.01,100,2021,Raw milk
413,IE,16,01/09/2021,30/09/2021,9,Sep,42.44,100,2021,Raw milk
414,IT,17,01/09/2021,30/09/2021,9,Sep,37.25,100,2021,Raw milk
415,LV,18,01/09/2021,30/09/2021,9,Sep,31.87,100,2021,Raw milk
416,LT,19,01/09/2021,30/09/2021,9,Sep,33.90,100,2021,Raw milk
417,MT,21,01/09/2021,30/09/2021,9,Sep,60.04,100,2021,Raw milk
418,NL,22,01/09/2021,30/09/2021,9,Sep,38.00,100,2021,Raw milk
419,PL,23,01/09/2021,30/09/2021,9,Sep,34.52,100,2021,Raw milk
420,PT,24,01/09/2021,30/09/2021,9,Sep,30.07,100,2021,Raw milk
421,RO,25,01/09/2021,30/09/2021,9,Sep,32.30,100,2021,Raw milk
422,SK,26,01/09/2021,30/09/2021,9,Sep,32.75,100,2021,Raw milk
423,SI,27,01/09/2021,30/09/2021,9,Sep,33.00,100,2021,Raw milk
424,ES,28,01/09/2021,30/09/2021,9,Sep,33.20,100,2021,Raw milk
425,SE,29,01/09/2021,30/09/2021,9,Sep,39.44,100,2021,Raw milk
426,AT,1,01/08/2021,31/08/2021,8,Aug,39.16,100,2021,Raw milk
427,BE,2,01/08/2021,31/08/2021,8,Aug,35.73,100,2021,Raw milk
428,BG,3,01/08/2021,31/08/2021,8,Aug,32.65,100,2021,Raw milk
429,HR,4,01/08/2021,31/08/2021,8,Aug,32.73,100,2021,Raw milk
430,CY,5,01/08/2021,31/08/2021,8,Aug,57.48,100,2021,Raw milk
431,CZ,6,01/08/2021,31/08/2021,8,Aug,34.10,100,2021,Raw milk
432,DK,7,01/08/2021,31/08/2021,8,Aug,36.44,100,2021,Raw milk
433,EE,8,01/08/2021,31/08/2021,8,Aug,31.00,100,2021,Raw milk
434,EU-UK,9,01/08/2021,31/08/2021,8,Aug,36.41,100,2021,Raw milk
435,FI,11,01/08/2021,31/08/2021,8,Aug,37.83,100,2021,Raw milk
436,FR,12,01/08/2021,31/08/2021,8,Aug,38.12,100,2021,Raw milk
437,DE,13,01/08/2021,31/08/2021,8,Aug,36.55,100,2021,Raw milk
438,EL,14,01/08/2021,31/08/2021,8,Aug,38.92,100,2021,Raw milk
439,HU,15,01/08/2021,31/08/2021,8,Aug,31.11,100,2021,Raw milk
440,IE,16,01/08/2021,31/08/2021,8,Aug,39.23,100,2021,Raw milk
441,IT,17,01/08/2021,31/08/2021,8,Aug,37.25,100,2021,Raw milk
442,LV,18,01/08/2021,31/08/2021,8,Aug,30.92,100,2021,Raw milk
443,LT,19,01/08/2021,31/08/2021,8,Aug,30.97,100,2021,Raw milk
444,MT,21,01/08/2021,31/08/2021,8,Aug,57.45,100,2021,Raw milk
445,NL,22,01/08/2021,31/08/2021,8,Aug,37.75,100,2021,Raw milk
446,PL,23,01/08/2021,31/08/2021,8,Aug,33.39,100,2021,Raw milk
447,PT,24,01/08/2021,31/08/2021,8,Aug,29.87,100,2021,Raw milk
448,RO,25,01/08/2021,31/08/2021,8,Aug,31.34,100,2021,Raw milk
449,SK,26,01/08/2021,31/08/2021,8,Aug,31.81,100,2021,Raw milk
450,SI,27,01/08/2021,31/08/2021,8,Aug,32.18,100,2021,Raw milk
451,ES,28,01/08/2021,31/08/2021,8,Aug,32.82,100,2021,Raw milk
452,SE,29,01/08/2021,31/08/2021,8,Aug,38.75,100,2021,Raw milk
453,AT,1,01/07/2021,31/07/2021,7,Jul,38.83,100,2021,Raw milk
454,BE,2,01/07/2021,31/07/2021,7,Jul,35.13,100,2021,Raw milk
455,BG,3,01/07/2021,31/07/2021,7,Jul,32.51,100,2021,Raw milk
456,HR,4,01/07/2021,31/07/2021,7,Jul,32.49,100,2021,Raw milk
457,CY,5,01/07/2021,31/07/2021,7,Jul,56.97,100,2021,Raw milk
458,CZ,6,01/07/2021,31/07/2021,7,Jul,33.61,100,2021,Raw milk
459,DK,7,01/07/2021,31/07/2021,7,Jul,37.51,100,2021,Raw milk
460,EE,8,01/07/2021,31/07/2021,7,Jul,30.82,100,2021,Raw milk
461,EU-UK,9,01/07/2021,31/07/2021,7,Jul,35.99,100,2021,Raw milk
462,FI,11,01/07/2021,31/07/2021,7,Jul,37.02,100,2021,Raw milk
463,FR,12,01/07/2021,31/07/2021,7,Jul,37.42,100,2021,Raw milk
464,DE,13,01/07/2021,31/07/2021,7,Jul,36.55,100,2021,Raw milk
465,EL,14,01/07/2021,31/07/2021,7,Jul,37.83,100,2021,Raw milk
466,HU,15,01/07/2021,31/07/2021,7,Jul,30.57,100,2021,Raw milk
467,IE,16,01/07/2021,31/07/2021,7,Jul,37.20,100,2021,Raw milk
468,IT,17,01/07/2021,31/07/2021,7,Jul,37.21,100,2021,Raw milk
469,LV,18,01/07/2021,31/07/2021,7,Jul,30.43,100,2021,Raw milk
470,LT,19,01/07/2021,31/07/2021,7,Jul,29.16,100,2021,Raw milk
471,MT,21,01/07/2021,31/07/2021,7,Jul,57.33,100,2021,Raw milk
472,NL,22,01/07/2021,31/07/2021,7,Jul,37.50,100,2021,Raw milk
473,PL,23,01/07/2021,31/07/2021,7,Jul,32.68,100,2021,Raw milk
474,PT,24,01/07/2021,31/07/2021,7,Jul,29.76,100,2021,Raw milk
475,RO,25,01/07/2021,31/07/2021,7,Jul,30.42,100,2021,Raw milk
476,SK,26,01/07/2021,31/07/2021,7,Jul,31.62,100,2021,Raw milk
477,SI,27,01/07/2021,31/07/2021,7,Jul,31.54,100,2021,Raw milk
478,ES,28,01/07/2021,31/07/2021,7,Jul,32.43,100,2021,Raw milk
479,SE,29,01/07/2021,31/07/2021,7,Jul,37.76,100,2021,Raw milk
480,AT,1,01/06/2021,30/06/2021,6,Jun,38.21,100,2021,Raw milk
481,BE,2,01/06/2021,30/06/2021,6,Jun,35.11,100,2021,Raw milk
482,BG,3,01/06/2021,30/06/2021,6,Jun,32.43,100,2021,Raw milk
483,HR,4,01/06/2021,30/06/2021,6,Jun,32.79,100,2021,Raw milk
484,CY,5,01/06/2021,30/06/2021,6,Jun,57.30,100,2021,Raw milk
485,CZ,6,01/06/2021,30/06/2021,6,Jun,34.03,100,2021,Raw milk
486,DK,7,01/06/2021,30/06/2021,6,Jun,37.52,100,2021,Raw milk
487,EE,8,01/06/2021,30/06/2021,6,Jun,31.04,100,2021,Raw milk
488,EU-UK,9,01/06/2021,30/06/2021,6,Jun,35.77,100,2021,Raw milk
489,FI,11,01/06/2021,30/06/2021,6,Jun,37.27,100,2021,Raw milk
490,FR,12,01/06/2021,30/06/2021,6,Jun,36.64,100,2021,Raw milk
491,DE,13,01/06/2021,30/06/2021,6,Jun,35.98,100,2021,Raw milk
492,EL,14,01/06/2021,30/06/2021,6,Jun,38.74,100,2021,Raw milk
493,HU,15,01/06/2021,30/06/2021,6,Jun,31.16,100,2021,Raw milk
494,IE,16,01/06/2021,30/06/2021,6,Jun,37.39,100,2021,Raw milk
495,IT,17,01/06/2021,30/06/2021,6,Jun,35.96,100,2021,Raw milk
496,LV,18,01/06/2021,30/06/2021,6,Jun,30.41,100,2021,Raw milk
497,LT,19,01/06/2021,30/06/2021,6,Jun,30.12,100,2021,Raw milk
498,MT,21,01/06/2021,30/06/2021,6,Jun,56.35,100,2021,Raw milk
499,NL,22,01/06/2021,30/06/2021,6,Jun,38.00,100,2021,Raw milk
500,PL,23,01/06/2021,30/06/2021,6,Jun,33.22,100,2021,Raw milk
501,PT,24,01/06/2021,30/06/2021,6,Jun,29.89,100,2021,Raw milk
502,RO,25,01/06/2021,30/06/2021,6,Jun,30.28,100,2021,Raw milk
503,SK,26,01/06/2021,30/06/2021,6,Jun,31.82,100,2021,Raw milk
504,SI,27,01/06/2021,30/06/2021,6,Jun,31.19,100,2021,Raw milk
505,ES,28,01/06/2021,30/06/2021,6,Jun,32.23,100,2021,Raw milk
506,SE,29,01/06/2021,30/06/2021,6,Jun,39.23,100,2021,Raw milk
507,AT,1,01/05/2021,31/05/2021,5,May,38.59,100,2021,Raw milk
508,BE,2,01/05/2021,31/05/2021,5,May,35.56,100,2021,Raw milk
509,BG,3,01/05/2021,31/05/2021,5,May,32.44,100,2021,Raw milk
510,HR,4,01/05/2021,31/05/2021,5,May,33.19,100,2021,Raw milk
511,CY,5,01/05/2021,31/05/2021,5,May,57.22,100,2021,Raw milk
512,CZ,6,01/05/2021,31/05/2021,5,May,33.81,100,2021,Raw milk
513,DK,7,01/05/2021,31/05/2021,5,May,37.79,100,2021,Raw milk
514,EE,8,01/05/2021,31/05/2021,5,May,31.28,100,2021,Raw milk
515,EU-UK,9,01/05/2021,31/05/2021,5,May,35.72,100,2021,Raw milk
516,FI,11,01/05/2021,31/05/2021,5,May,38.02,100,2021,Raw milk
517,FR,12,01/05/2021,31/05/2021,5,May,36.28,100,2021,Raw milk
518,DE,13,01/05/2021,31/05/2021,5,May,35.86,100,2021,Raw milk
519,EL,14,01/05/2021,31/05/2021,5,May,38.72,100,2021,Raw milk
520,HU,15,01/05/2021,31/05/2021,5,May,31.20,100,2021,Raw milk
521,IE,16,01/05/2021,31/05/2021,5,May,37.49,100,2021,Raw milk
522,IT,17,01/05/2021,31/05/2021,5,May,35.96,100,2021,Raw milk
523,LV,18,01/05/2021,31/05/2021,5,May,30.41,100,2021,Raw milk
524,LT,19,01/05/2021,31/05/2021,5,May,31.25,100,2021,Raw milk
525,MT,21,01/05/2021,31/05/2021,5,May,54.77,100,2021,Raw milk
526,NL,22,01/05/2021,31/05/2021,5,May,37.50,100,2021,Raw milk
527,PL,23,01/05/2021,31/05/2021,5,May,33.34,100,2021,Raw milk
528,PT,24,01/05/2021,31/05/2021,5,May,29.95,100,2021,Raw milk
529,RO,25,01/05/2021,31/05/2021,5,May,31.21,100,2021,Raw milk
530,SK,26,01/05/2021,31/05/2021,5,May,31.99,100,2021,Raw milk
531,SI,27,01/05/2021,31/05/2021,5,May,31.48,100,2021,Raw milk
532,ES,28,01/05/2021,31/05/2021,5,May,32.52,100,2021,Raw milk
533,SE,29,01/05/2021,31/05/2021,5,May,39.33,100,2021,Raw milk
534,AT,1,01/04/2021,30/04/2021,4,Apr,38.12,100,2021,Raw milk
535,BE,2,01/04/2021,30/04/2021,4,Apr,35.27,100,2021,Raw milk
536,BG,3,01/04/2021,30/04/2021,4,Apr,32.43,100,2021,Raw milk
537,HR,4,01/04/2021,30/04/2021,4,Apr,33.45,100,2021,Raw milk
538,CY,5,01/04/2021,30/04/2021,4,Apr,57.78,100,2021,Raw milk
539,CZ,6,01/04/2021,30/04/2021,4,Apr,33.25,100,2021,Raw milk
540,DK,7,01/04/2021,30/04/2021,4,Apr,37.25,100,2021,Raw milk
541,EE,8,01/04/2021,30/04/2021,4,Apr,31.08,100,2021,Raw milk
542,EU-UK,9,01/04/2021,30/04/2021,4,Apr,35.52,100,2021,Raw milk
543,FI,11,01/04/2021,30/04/2021,4,Apr,38.64,100,2021,Raw milk
544,FR,12,01/04/2021,30/04/2021,4,Apr,36.49,100,2021,Raw milk
545,DE,13,01/04/2021,30/04/2021,4,Apr,35.96,100,2021,Raw milk
546,EL,14,01/04/2021,30/04/2021,4,Apr,38.76,100,2021,Raw milk
547,HU,15,01/04/2021,30/04/2021,4,Apr,30.98,100,2021,Raw milk
548,IE,16,01/04/2021,30/04/2021,4,Apr,36.61,100,2021,Raw milk
549,IT,17,01/04/2021,30/04/2021,4,Apr,36.00,100,2021,Raw milk
550,LV,18,01/04/2021,30/04/2021,4,Apr,30.53,100,2021,Raw milk
551,LT,19,01/04/2021,30/04/2021,4,Apr,31.92,100,2021,Raw milk
552,MT,21,01/04/2021,30/04/2021,4,Apr,55.58,100,2021,Raw milk
553,NL,22,01/04/2021,30/04/2021,4,Apr,36.00,100,2021,Raw milk
554,PL,23,01/04/2021,30/04/2021,4,Apr,33.10,100,2021,Raw milk
555,PT,24,01/04/2021,30/04/2021,4,Apr,30.01,100,2021,Raw milk
556,RO,25,01/04/2021,30/04/2021,4,Apr,30.76,100,2021,Raw milk
557,SK,26,01/04/2021,30/04/2021,4,Apr,32.24,100,2021,Raw milk
558,SI,27,01/04/2021,30/04/2021,4,Apr,31.72,100,2021,Raw milk
559,ES,28,01/04/2021,30/04/2021,4,Apr,32.62,100,2021,Raw milk
560,SE,29,01/04/2021,30/04/2021,4,Apr,38.13,100,2021,Raw milk
561,AT,1,01/03/2021,31/03/2021,3,Mar,38.16,100,2021,Raw milk
562,BE,2,01/03/2021,31/03/2021,3,Mar,34.15,100,2021,Raw milk
563,BG,3,01/03/2021,31/03/2021,3,Mar,32.68,100,2021,Raw milk
564,HR,4,01/03/2021,31/03/2021,3,Mar,33.79,100,2021,Raw milk
565,CY,5,01/03/2021,31/03/2021,3,Mar,58.18,100,2021,Raw milk
566,CZ,6,01/03/2021,31/03/2021,3,Mar,32.86,100,2021,Raw milk
567,DK,7,01/03/2021,31/03/2021,3,Mar,35.91,100,2021,Raw milk
568,EE,8,01/03/2021,31/03/2021,3,Mar,30.47,100,2021,Raw milk
569,EU-UK,9,01/03/2021,31/03/2021,3,Mar,35.17,100,2021,Raw milk
570,FI,11,01/03/2021,31/03/2021,3,Mar,39.46,100,2021,Raw milk
571,FR,12,01/03/2021,31/03/2021,3,Mar,35.89,100,2021,Raw milk
572,DE,13,01/03/2021,31/03/2021,3,Mar,35.58,100,2021,Raw milk
573,EL,14,01/03/2021,31/03/2021,3,Mar,38.86,100,2021,Raw milk
574,HU,15,01/03/2021,31/03/2021,3,Mar,30.57,100,2021,Raw milk
575,IE,16,01/03/2021,31/03/2021,3,Mar,37.10,100,2021,Raw milk
576,IT,17,01/03/2021,31/03/2021,3,Mar,36.00,100,2021,Raw milk
577,LV,18,01/03/2021,31/03/2021,3,Mar,29.97,100,2021,Raw milk
578,LT,19,01/03/2021,31/03/2021,3,Mar,32.18,100,2021,Raw milk
579,MT,21,01/03/2021,31/03/2021,3,Mar,55.71,100,2021,Raw milk
580,NL,22,01/03/2021,31/03/2021,3,Mar,35.25,100,2021,Raw milk
581,PL,23,01/03/2021,31/03/2021,3,Mar,32.84,100,2021,Raw milk
582,PT,24,01/03/2021,31/03/2021,3,Mar,30.01,100,2021,Raw milk
583,RO,25,01/03/2021,31/03/2021,3,Mar,33.03,100,2021,Raw milk
584,SK,26,01/03/2021,31/03/2021,3,Mar,32.22,100,2021,Raw milk
585,SI,27,01/03/2021,31/03/2021,3,Mar,31.57,100,2021,Raw milk
586,ES,28,01/03/2021,31/03/2021,3,Mar,32.72,100,2021,Raw milk
587,SE,29,01/03/2021,31/03/2021,3,Mar,36.79,100,2021,Raw milk
588,AT,1,01/02/2021,28/02/2021,2,Feb,39.04,100,2021,Raw milk
589,BE,2,01/02/2021,28/02/2021,2,Feb,32.87,100,2021,Raw milk
590,BG,3,01/02/2021,28/02/2021,2,Feb,32.66,100,2021,Raw milk
591,HR,4,01/02/2021,28/02/2021,2,Feb,33.75,100,2021,Raw milk
592,CY,5,01/02/2021,28/02/2021,2,Feb,58.80,100,2021,Raw milk
593,CZ,6,01/02/2021,28/02/2021,2,Feb,33.17,100,2021,Raw milk
594,DK,7,01/02/2021,28/02/2021,2,Feb,34.29,100,2021,Raw milk
595,EE,8,01/02/2021,28/02/2021,2,Feb,29.92,100,2021,Raw milk
596,EU-UK,9,01/02/2021,28/02/2021,2,Feb,34.97,100,2021,Raw milk
597,FI,11,01/02/2021,28/02/2021,2,Feb,38.98,100,2021,Raw milk
598,FR,12,01/02/2021,28/02/2021,2,Feb,36.48,100,2021,Raw milk
599,DE,13,01/02/2021,28/02/2021,2,Feb,34.66,100,2021,Raw milk
600,EL,14,01/02/2021,28/02/2021,2,Feb,38.67,100,2021,Raw milk
601,HU,15,01/02/2021,28/02/2021,2,Feb,30.93,100,2021,Raw milk
602,IE,16,01/02/2021,28/02/2021,2,Feb,37.20,100,2021,Raw milk
603,IT,17,01/02/2021,28/02/2021,2,Feb,36.07,100,2021,Raw milk
604,LV,18,01/02/2021,28/02/2021,2,Feb,29.64,100,2021,Raw milk
605,LT,19,01/02/2021,28/02/2021,2,Feb,31.97,100,2021,Raw milk
606,MT,21,01/02/2021,28/02/2021,2,Feb,51.46,100,2021,Raw milk
607,NL,22,01/02/2021,28/02/2021,2,Feb,35.00,100,2021,Raw milk
608,PL,23,01/02/2021,28/02/2021,2,Feb,33.00,100,2021,Raw milk
609,PT,24,01/02/2021,28/02/2021,2,Feb,29.97,100,2021,Raw milk
610,RO,25,01/02/2021,28/02/2021,2,Feb,32.70,100,2021,Raw milk
611,SK,26,01/02/2021,28/02/2021,2,Feb,31.96,100,2021,Raw milk
612,SI,27,01/02/2021,28/02/2021,2,Feb,31.65,100,2021,Raw milk
613,ES,28,01/02/2021,28/02/2021,2,Feb,32.82,100,2021,Raw milk
614,SE,29,01/02/2021,28/02/2021,2,Feb,36.77,100,2021,Raw milk
615,AT,1,01/01/2021,31/01/2021,1,Jan,39.32,100,2021,Raw milk
616,BE,2,01/01/2021,31/01/2021,1,Jan,32.87,100,2021,Raw milk
617,BG,3,01/01/2021,31/01/2021,1,Jan,32.54,100,2021,Raw milk
618,HR,4,01/01/2021,31/01/2021,1,Jan,33.87,100,2021,Raw milk
619,CY,5,01/01/2021,31/01/2021,1,Jan,58.67,100,2021,Raw milk
620,CZ,6,01/01/2021,31/01/2021,1,Jan,32.76,100,2021,Raw milk
621,DK,7,01/01/2021,31/01/2021,1,Jan,33.74,100,2021,Raw milk
622,EE,8,01/01/2021,31/01/2021,1,Jan,29.66,100,2021,Raw milk
623,EU-UK,9,01/01/2021,31/01/2021,1,Jan,34.87,100,2021,Raw milk
624,FI,11,01/01/2021,31/01/2021,1,Jan,38.84,100,2021,Raw milk
625,FR,12,01/01/2021,31/01/2021,1,Jan,36.94,100,2021,Raw milk
626,DE,13,01/01/2021,31/01/2021,1,Jan,34.71,100,2021,Raw milk
627,EL,14,01/01/2021,31/01/2021,1,Jan,38.55,100,2021,Raw milk
628,HU,15,01/01/2021,31/01/2021,1,Jan,30.78,100,2021,Raw milk
629,IE,16,01/01/2021,31/01/2021,1,Jan,35.64,100,2021,Raw milk
630,IT,17,01/01/2021,31/01/2021,1,Jan,35.97,100,2021,Raw milk
631,LV,18,01/01/2021,31/01/2021,1,Jan,29.18,100,2021,Raw milk
632,LT,19,01/01/2021,31/01/2021,1,Jan,31.41,100,2021,Raw milk
633,MT,21,01/01/2021,31/01/2021,1,Jan,53.03,100,2021,Raw milk
634,NL,22,01/01/2021,31/01/2021,1,Jan,34.25,100,2021,Raw milk
635,PL,23,01/01/2021,31/01/2021,1,Jan,32.91,100,2021,Raw milk
636,PT,24,01/01/2021,31/01/2021,1,Jan,30.39,100,2021,Raw milk
637,RO,25,01/01/2021,31/01/2021,1,Jan,32.44,100,2021,Raw milk
638,SK,26,01/01/2021,31/01/2021,1,Jan,32.17,100,2021,Raw milk
639,SI,27,01/01/2021,31/01/2021,1,Jan,31.95,100,2021,Raw milk
640,ES,28,01/01/2021,31/01/2021,1,Jan,33.01,100,2021,Raw milk
641,SE,29,01/01/2021,31/01/2021,1,Jan,36.68,100,2021,Raw milk
642,AT,1,01/12/2020,31/12/2020,12,Dec,41.41,100,2020,Raw milk
643,BE,2,01/12/2020,31/12/2020,12,Dec,32.59,100,2020,Raw milk
644,BG,3,01/12/2020,31/12/2020,12,Dec,32.47,100,2020,Raw milk
645,HR,4,01/12/2020,31/12/2020,12,Dec,34.43,100,2020,Raw milk
646,CY,5,01/12/2020,31/12/2020,12,Dec,58.75,100,2020,Raw milk
647,CZ,6,01/12/2020,31/12/2020,12,Dec,32.51,100,2020,Raw milk
648,DK,7,01/12/2020,31/12/2020,12,Dec,33.73,100,2020,Raw milk
649,EE,8,01/12/2020,31/12/2020,12,Dec,29.60,100,2020,Raw milk
650,EU-UK,9,01/12/2020,31/12/2020,12,Dec,35.39,100,2020,Raw milk
651,FI,11,01/12/2020,31/12/2020,12,Dec,39.58,100,2020,Raw milk
652,FR,12,01/12/2020,31/12/2020,12,Dec,37.04,100,2020,Raw milk
653,DE,13,01/12/2020,31/12/2020,12,Dec,35.11,100,2020,Raw milk
654,EL,14,01/12/2020,31/12/2020,12,Dec,38.88,100,2020,Raw milk
655,HU,15,01/12/2020,31/12/2020,12,Dec,30.70,100,2020,Raw milk
656,IE,16,01/12/2020,31/12/2020,12,Dec,37.49,100,2020,Raw milk
657,IT,17,01/12/2020,31/12/2020,12,Dec,35.90,100,2020,Raw milk
658,LV,18,01/12/2020,31/12/2020,12,Dec,29.54,100,2020,Raw milk
659,LT,19,01/12/2020,31/12/2020,12,Dec,31.62,100,2020,Raw milk
660,MT,21,01/12/2020,31/12/2020,12,Dec,51.37,100,2020,Raw milk
661,NL,22,01/12/2020,31/12/2020,12,Dec,35.19,100,2020,Raw milk
662,PL,23,01/12/2020,31/12/2020,12,Dec,34.69,100,2020,Raw milk
